Sno,Date,Country/Region,Province/State,Confirmed,Region
1253,23-04-2020,India,Uttar Pradesh,1509,India
1254,23-04-2020,India,West Bengal,456,India
1255,24-04-2020,India,Andaman and Nicobar Islands,22,India
1256,24-04-2020,India,Andhra Pradesh,955,India
1257,24-04-2020,India,Arunachal Pradesh,1,India
1258,24-04-2020,India,Assam,36,India
1259,24-04-2020,India,Bihar,176,India
1260,24-04-2020,India,Chandigarh,27,India
1261,24-04-2020,India,Chhattisgarh,36,India
1262,24-04-2020,India,Delhi,2376,India
1263,24-04-2020,India,Goa,7,India
1264,24-04-2020,India,Gujarat,2624,India
1265,24-04-2020,India,Haryana,272,India
1266,24-04-2020,India,Himachal Pradesh,40,India
1267,24-04-2020,India,Jammu and Kashmir,427,India
1268,24-04-2020,India,Jharkhand,55,India
1269,24-04-2020,India,Karnataka,463,India
1270,24-04-2020,India,Kerala,448,India
1271,24-04-2020,India,Ladakh,18,India
1272,24-04-2020,India,Madhya Pradesh,1852,India
1273,24-04-2020,India,Maharashtra,6430,India
1274,24-04-2020,India,Manipur,2,India
1275,24-04-2020,India,Meghalaya,12,India
1276,24-04-2020,India,Mizoram,1,India
1277,24-04-2020,India,Odisha,90,India
1278,24-04-2020,India,Puducherry,7,India
1279,24-04-2020,India,Punjab,277,India
1280,24-04-2020,India,Rajasthan,1964,India
1281,24-04-2020,India,Tamil Nadu,1683,India
1282,24-04-2020,India,Telengana,984,India
1283,24-04-2020,India,Tripura,2,India
1284,24-04-2020,India,Uttarakhand,47,India
1285,24-04-2020,India,Uttar Pradesh,1604,India
1286,24-04-2020,India,West Bengal,514,India
1287,25-04-2020,India,Andaman and Nicobar Islands,27,India
1288,25-04-2020,India,Andhra Pradesh,1061,India
1289,25-04-2020,India,Arunachal Pradesh,1,India
1290,25-04-2020,India,Assam,36,India
1291,25-04-2020,India,Bihar,228,India
1292,25-04-2020,India,Chandigarh,28,India
1293,25-04-2020,India,Chhattisgarh,36,India
1294,25-04-2020,India,Delhi,2514,India
1295,25-04-2020,India,Goa,7,India
1296,25-04-2020,India,Gujarat,2815,India
1297,25-04-2020,India,Haryana,272,India
1298,25-04-2020,India,Himachal Pradesh,40,India
1299,25-04-2020,India,Jammu and Kashmir,454,India
1300,25-04-2020,India,Jharkhand,59,India
1301,25-04-2020,India,Karnataka,489,India
1302,25-04-2020,India,Kerala,451,India
1303,25-04-2020,India,Ladakh,20,India
1304,25-04-2020,India,Madhya Pradesh,1952,India
1305,25-04-2020,India,Maharashtra,6817,India
1306,25-04-2020,India,Manipur,2,India
1307,25-04-2020,India,Meghalaya,12,India
1308,25-04-2020,India,Mizoram,1,India
1309,25-04-2020,India,Odisha,94,India
1310,25-04-2020,India,Puducherry,7,India
1311,25-04-2020,India,Punjab,298,India
1312,25-04-2020,India,Rajasthan,2034,India
1313,25-04-2020,India,Tamil Nadu,1755,India
1314,25-04-2020,India,Telengana,984,India
1315,25-04-2020,India,Tripura,2,India
1316,25-04-2020,India,Uttarakhand,48,India
1317,25-04-2020,India,Uttar Pradesh,1778,India
1318,25-04-2020,India,West Bengal,571,India
1319,26-04-2020,India,Andaman and Nicobar Islands,33,India
1320,26-04-2020,India,Andhra Pradesh,1097,India
1321,26-04-2020,India,Arunachal Pradesh,1,India
1322,26-04-2020,India,Assam,36,India
1323,26-04-2020,India,Bihar,251,India
1324,26-04-2020,India,Chandigarh,30,India
1325,26-04-2020,India,Chhattisgarh,37,India
1326,26-04-2020,India,Delhi,2625,India
1327,26-04-2020,India,Goa,7,India
1328,26-04-2020,India,Gujarat,3071,India
1329,26-04-2020,India,Haryana,289,India
1330,26-04-2020,India,Himachal Pradesh,40,India
1331,26-04-2020,India,Jammu and Kashmir,494,India
1332,26-04-2020,India,Jharkhand,67,India
1333,26-04-2020,India,Karnataka,501,India
1334,26-04-2020,India,Kerala,458,India
1335,26-04-2020,India,Ladakh,20,India
1336,26-04-2020,India,Madhya Pradesh,2096,India
1337,26-04-2020,India,Maharashtra,7628,India
1338,26-04-2020,India,Manipur,2,India
1339,26-04-2020,India,Meghalaya,12,India
1340,26-04-2020,India,Mizoram,1,India
1341,26-04-2020,India,Odisha,103,India
1342,26-04-2020,India,Puducherry,7,India
1343,26-04-2020,India,Punjab,298,India
1344,26-04-2020,India,Rajasthan,2083,India
1345,26-04-2020,India,Tamil Nadu,1821,India
1346,26-04-2020,India,Telengana,991,India
1347,26-04-2020,India,Tripura,2,India
1348,26-04-2020,India,Uttarakhand,50,India
1349,26-04-2020,India,Uttar Pradesh,1843,India
1350,26-04-2020,India,West Bengal,611,India
1351,27-04-2020,India,Andaman and Nicobar Islands,33,India
1352,27-04-2020,India,Andhra Pradesh,1177,India
1353,27-04-2020,India,Arunachal Pradesh,1,India
1354,27-04-2020,India,Assam,36,India
1355,27-04-2020,India,Bihar,277,India
1356,27-04-2020,India,Chandigarh,30,India
1357,27-04-2020,India,Chhattisgarh,37,India
1358,27-04-2020,India,Delhi,2918,India
1359,27-04-2020,India,Goa,7,India
1360,27-04-2020,India,Gujarat,3301,India
1361,27-04-2020,India,Haryana,289,India
1362,27-04-2020,India,Himachal Pradesh,40,India
1363,27-04-2020,India,Jammu and Kashmir,523,India
1364,27-04-2020,India,Jharkhand,82,India
1365,27-04-2020,India,Karnataka,511,India
1366,27-04-2020,India,Kerala,469,India
1367,27-04-2020,India,Ladakh,20,India
1368,27-04-2020,India,Madhya Pradesh,2168,India
1369,27-04-2020,India,Maharashtra,8068,India
1370,27-04-2020,India,Manipur,2,India
1371,27-04-2020,India,Meghalaya,12,India
1372,27-04-2020,India,Mizoram,1,India
1373,27-04-2020,India,Odisha,108,India
1374,27-04-2020,India,Puducherry,8,India
1375,27-04-2020,India,Punjab,313,India
1376,27-04-2020,India,Rajasthan,2185,India
1377,27-04-2020,India,Tamil Nadu,1885,India
1378,27-04-2020,India,Telengana,1002,India
1379,27-04-2020,India,Tripura,2,India
1380,27-04-2020,India,Uttarakhand,51,India
1381,27-04-2020,India,Uttar Pradesh,1955,India
1382,27-04-2020,India,West Bengal,649,India
