Sno,Date,Country/Region,Province/State,Confirmed
1371,27-04-2020,India,Meghalaya,12
1372,27-04-2020,India,Mizoram,1
1373,27-04-2020,India,Odisha,108
1374,27-04-2020,India,Puducherry,8
1375,27-04-2020,India,Punjab,313
1376,27-04-2020,India,Rajasthan,2185
1377,27-04-2020,India,Tamil Nadu,1885
1378,27-04-2020,India,Telengana,1002
1379,27-04-2020,India,Tripura,2
1380,27-04-2020,India,Uttarakhand,51
1381,27-04-2020,India,Uttar Pradesh,1955
1382,27-04-2020,India,West Bengal,649
