Sno,Date,Country/Region,Province/State,Cured,Region
1259,24-04-2020,India,Bihar,46,India
1260,24-04-2020,India,Chandigarh,14,India
1261,24-04-2020,India,Chhattisgarh,28,India
1262,24-04-2020,India,Delhi,808,India
1263,24-04-2020,India,Goa,7,India
1264,24-04-2020,India,Gujarat,258,India
1265,24-04-2020,India,Haryana,156,India
1266,24-04-2020,India,Himachal Pradesh,18,India
1267,24-04-2020,India,Jammu and Kashmir,92,India
1268,24-04-2020,India,Jharkhand,8,India
1269,24-04-2020,India,Karnataka,150,India
1270,24-04-2020,India,Kerala,324,India
1271,24-04-2020,India,Ladakh,14,India
1272,24-04-2020,India,Madhya Pradesh,203,India
1273,24-04-2020,India,Maharashtra,840,India
1274,24-04-2020,India,Manipur,2,India
1275,24-04-2020,India,Meghalaya,0,India
1276,24-04-2020,India,Mizoram,0,India
1277,24-04-2020,India,Odisha,33,India
1278,24-04-2020,India,Puducherry,3,India
1279,24-04-2020,India,Punjab,65,India
1280,24-04-2020,India,Rajasthan,230,India
1281,24-04-2020,India,Tamil Nadu,752,India
1282,24-04-2020,India,Telengana,253,India
1283,24-04-2020,India,Tripura,1,India
1284,24-04-2020,India,Uttarakhand,24,India
1285,24-04-2020,India,Uttar Pradesh,206,India
1286,24-04-2020,India,West Bengal,103,India
1287,25-04-2020,India,Andaman and Nicobar Islands,11,India
1288,25-04-2020,India,Andhra Pradesh,171,India
1289,25-04-2020,India,Arunachal Pradesh,1,India
1290,25-04-2020,India,Assam,19,India
1291,25-04-2020,India,Bihar,46,India
1292,25-04-2020,India,Chandigarh,15,India
1293,25-04-2020,India,Chhattisgarh,30,India
1294,25-04-2020,India,Delhi,857,India
1295,25-04-2020,India,Goa,7,India
1296,25-04-2020,India,Gujarat,265,India
1297,25-04-2020,India,Haryana,156,India
1298,25-04-2020,India,Himachal Pradesh,18,India
1299,25-04-2020,India,Jammu and Kashmir,109,India
1300,25-04-2020,India,Jharkhand,9,India
1301,25-04-2020,India,Karnataka,153,India
1302,25-04-2020,India,Kerala,331,India
1303,25-04-2020,India,Ladakh,14,India
1304,25-04-2020,India,Madhya Pradesh,210,India
1305,25-04-2020,India,Maharashtra,957,India
1306,25-04-2020,India,Manipur,2,India
1307,25-04-2020,India,Meghalaya,0,India
1308,25-04-2020,India,Mizoram,0,India
1309,25-04-2020,India,Odisha,33,India
1310,25-04-2020,India,Puducherry,3,India
1311,25-04-2020,India,Punjab,67,India
1312,25-04-2020,India,Rajasthan,230,India
1313,25-04-2020,India,Tamil Nadu,866,India
1314,25-04-2020,India,Telengana,253,India
1315,25-04-2020,India,Tripura,1,India
1316,25-04-2020,India,Uttarakhand,25,India
1317,25-04-2020,India,Uttar Pradesh,248,India
1318,25-04-2020,India,West Bengal,103,India
1319,26-04-2020,India,Andaman and Nicobar Islands,11,India
1320,26-04-2020,India,Andhra Pradesh,231,India
1321,26-04-2020,India,Arunachal Pradesh,1,India
1322,26-04-2020,India,Assam,19,India
1323,26-04-2020,India,Bihar,46,India
1324,26-04-2020,India,Chandigarh,17,India
1325,26-04-2020,India,Chhattisgarh,32,India
1326,26-04-2020,India,Delhi,869,India
1327,26-04-2020,India,Goa,7,India
1328,26-04-2020,India,Gujarat,282,India
1329,26-04-2020,India,Haryana,176,India
1330,26-04-2020,India,Himachal Pradesh,22,India
1331,26-04-2020,India,Jammu and Kashmir,112,India
1332,26-04-2020,India,Jharkhand,13,India
1333,26-04-2020,India,Karnataka,177,India
1334,26-04-2020,India,Kerala,338,India
1335,26-04-2020,India,Ladakh,14,India
1336,26-04-2020,India,Madhya Pradesh,210,India
1337,26-04-2020,India,Maharashtra,1076,India
1338,26-04-2020,India,Manipur,2,India
1339,26-04-2020,India,Meghalaya,0,India
1340,26-04-2020,India,Mizoram,0,India
1341,26-04-2020,India,Odisha,34,India
1342,26-04-2020,India,Puducherry,3,India
1343,26-04-2020,India,Punjab,67,India
1344,26-04-2020,India,Rajasthan,493,India
1345,26-04-2020,India,Tamil Nadu,960,India
1346,26-04-2020,India,Telengana,280,India
1347,26-04-2020,India,Tripura,2,India
1348,26-04-2020,India,Uttarakhand,26,India
1349,26-04-2020,India,Uttar Pradesh,289,India
1350,26-04-2020,India,West Bengal,105,India
1351,27-04-2020,India,Andaman and Nicobar Islands,11,India
1352,27-04-2020,India,Andhra Pradesh,235,India
1353,27-04-2020,India,Arunachal Pradesh,1,India
1354,27-04-2020,India,Assam,27,India
1355,27-04-2020,India,Bihar,56,India
1356,27-04-2020,India,Chandigarh,17,India
1357,27-04-2020,India,Chhattisgarh,32,India
1358,27-04-2020,India,Delhi,877,India
1359,27-04-2020,India,Goa,7,India
1360,27-04-2020,India,Gujarat,313,India
1361,27-04-2020,India,Haryana,176,India
1362,27-04-2020,India,Himachal Pradesh,22,India
1363,27-04-2020,India,Jammu and Kashmir,137,India
1364,27-04-2020,India,Jharkhand,13,India
1365,27-04-2020,India,Karnataka,188,India
1366,27-04-2020,India,Kerala,342,India
1367,27-04-2020,India,Ladakh,14,India
1368,27-04-2020,India,Madhya Pradesh,302,India
1369,27-04-2020,India,Maharashtra,1188,India
1370,27-04-2020,India,Manipur,2,India
1371,27-04-2020,India,Meghalaya,0,India
1372,27-04-2020,India,Mizoram,0,India
1373,27-04-2020,India,Odisha,35,India
1374,27-04-2020,India,Puducherry,3,India
1375,27-04-2020,India,Punjab,71,India
1376,27-04-2020,India,Rajasthan,518,India
1377,27-04-2020,India,Tamil Nadu,1020,India
1378,27-04-2020,India,Telengana,280,India
1379,27-04-2020,India,Tripura,2,India
1380,27-04-2020,India,Uttarakhand,33,India
1381,27-04-2020,India,Uttar Pradesh,335,India
1382,27-04-2020,India,West Bengal,105,India
